Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Asfaram, S., Daryani, A., Sarvi, S., Pagheh, A.S., Hosseini, S.A., Saberi, R., Hoseiny, S.M., Soosaraei, M., Sharif, M.",55945445700;16021522200;56168398100;54400353700;57203091066;55821481400;57208588692;57192700508;16022734200;,"Geospatial analysis and epidemiological aspects of human infections with Blastocystis hominis in Mazandaran Province, northern Iran",2019,Epidemiology and health,41,,,e2019009,,,6,10.4178/epih.e2019009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065218331&doi=10.4178%2fepih.e2019009&partnerID=40&md5=a0c3d3c0f38aa9d435417bc46cde9430,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85065218331
"de Maria Andre, D., Carvalho, J.R.",56182630700;36928322400;,Assessing the benefits of robbery reduction: The case of a large Brazilian city,2019,EconomiA,20,1,,44,72,,1,10.1016/j.econ.2019.02.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065014461&doi=10.1016%2fj.econ.2019.02.001&partnerID=40&md5=34e4abab96d6431c69300038c9356322,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85065014461
"Beenstock, M., Felsenstein, D.",7003436977;6603965048;,Spatial Data Analysis and Econometrics,2019,Advances in Spatial Science,,,,49,69,,,10.1007/978-3-030-03614-0_3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064632407&doi=10.1007%2f978-3-030-03614-0_3&partnerID=40&md5=bb791ac59f7d479ba6d78994262b4671,Book Chapter,Final,,Scopus,2-s2.0-85064632407
"Pala, D., Pagán, J., Parimbelli, E., Rocca, M.T., Bellazzi, R., Casella, V.",57208402794;7005181003;57195936697;57208387023;18343389900;6602440539;,"Spatial enablement to support environmental, demographic, socioeconomics and health data integration and analysis for big cities: A case study with asthma hospitalizations in New York City",2019,Frontiers in Medicine,6,APR,84,,,,5,10.3389/fmed.2019.00084,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064616788&doi=10.3389%2ffmed.2019.00084&partnerID=40&md5=3f31a3b0cfb5cf29a3ee6fd25363bc7e,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85064616788
"Hu, Q.-Q., Nie, C.-J., Shen, Q., Kong, C.-C., Zhang, S.-W.",57205212081;57205934495;57201638988;57208208702;37056551700;,Assessment of health risk of heavy metals in major crops in mining abandoned reclamation land,2019,Journal of Agro-Environment Science,38,3,,534,543,,6,10.11654/jaes.2018-0630,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064134491&doi=10.11654%2fjaes.2018-0630&partnerID=40&md5=15f9758406d71271acd84f4d9e8bba9b,Article,Final,,Scopus,2-s2.0-85064134491
"Smith, T.A., Onésimo Sandoval, J.S.",57208127263;55305726100;,Examining the local spatial variability of robberies in Saint Louis using a multi-scale methodology,2019,Social Sciences,8,2,50,,,,2,10.3390/socsci8020050,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063897655&doi=10.3390%2fsocsci8020050&partnerID=40&md5=101a15e8665a9c8ec04a42de42f41022,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85063897655
"Robinson, C., Lindley, S., Bouzarovski, S.",57196453799;7004582710;56962727900;,The Spatially Varying Components of Vulnerability to Energy Poverty,2019,Annals of the American Association of Geographers,,,,,,,12,10.1080/24694452.2018.1562872,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063576949&doi=10.1080%2f24694452.2018.1562872&partnerID=40&md5=a7927e37596f9bbad4b335d2acf64e57,Article,Article in Press,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85063576949
"Murasato, Y., Mori, T., Okamura, T., Nagoshi, R., Fujimura, T., Yamawaki, M., Ono, S., Serikawa, T., Nakao, F., Shite, J.",56200383400;55370661400;56036800800;25825452100;23484728500;35077829800;57201354756;57206538050;55651363500;6602690884;,Efficacy of the proximal optimization technique on crossover stenting in coronary bifurcation lesions in the 3D-OCT bifurcation registry,2019,International Journal of Cardiovascular Imaging,,,,,,,10,10.1007/s10554-019-01581-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063190602&doi=10.1007%2fs10554-019-01581-1&partnerID=40&md5=595a957e8689f6d311ff33cfae7b3c9a,Article,Article in Press,,Scopus,2-s2.0-85063190602
"Mas, J.-F.",55993660100;,Comparison of techniques for missing lines reconstruction of RapidEye imagery,2019,Journal of Applied Remote Sensing,13,1,16509,,,,,10.1117/1.JRS.13.016509,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062698003&doi=10.1117%2f1.JRS.13.016509&partnerID=40&md5=5d26dd4dd3bcb34e372443d828887ec0,Article,Final,,Scopus,2-s2.0-85062698003
"Mirzaei, M., Bertazzon, S., Couloigner, I.",56536140200;22733710800;6602314237;,OLS and GWR LUR models of wildfire smoke using remote sensing and spatiotemporal data in Alberta,2019,CEUR Workshop Proceedings,2323,,3,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062659289&partnerID=40&md5=c03893d0a9c406e0affdb6c934df8155,Conference Paper,Final,,Scopus,2-s2.0-85062659289
[No author name available],[No author id available],CEUR Workshop Proceedings,2019,CEUR Workshop Proceedings,2323,,,,,126,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062652656&partnerID=40&md5=95a33c2d9d6ae179cdec63945f5d66d3,Conference Review,Final,,Scopus,2-s2.0-85062652656
"Henao, J.M.M., García García, D.M.",57206787533;57206780583;,Quality of life and inequitable access to public space in Bogota [Qualitat de vida i desigualtat d’accés a l’espai públic a Bogotá],2019,Documents d'Analisi Geografica,65,1,,69,92,,,10.5565/rev/dag.436,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061992469&doi=10.5565%2frev%2fdag.436&partnerID=40&md5=a4b2e9cf21468aafdfe35e451a0bbab9,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85061992469
"Wang, L., Lee, G., Williams, I.",37086769400;57205744451;57205738659;,The spatial and social patterning of property and violent crime in Toronto neighbourhoods: A spatial-quantitative approach,2019,ISPRS International Journal of Geo-Information,8,1,51,,,,8,10.3390/ijgi8010051,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061360633&doi=10.3390%2fijgi8010051&partnerID=40&md5=a91427c0516cc7acec7da0d1659de8ed,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85061360633
"Zhang, X., Huang, B., Zhu, S.",56992797800;55388074800;14038557100;,Spatiotemporal influence of urban environment on taxi ridership using geographically and temporally weighted regression,2019,ISPRS International Journal of Geo-Information,8,1,23,,,,15,10.3390/ijgi8010023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061144450&doi=10.3390%2fijgi8010023&partnerID=40&md5=fa800f54639a3b3587316694d4f89291,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85061144450
"Chu, H.-J., Yang, C.-H., Chou, C.C.",35095032000;57205691673;57193438469;,Adaptive non-negative geographically weighted regression for population density estimation based on nighttime light,2019,ISPRS International Journal of Geo-Information,8,1,26,,,,12,10.3390/ijgi8010026,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061121070&doi=10.3390%2fijgi8010026&partnerID=40&md5=0e6585486b392f350f5e83b9d76a0dbc,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85061121070
"Li, J., Jin, M., Li, H.",56736195000;56735226200;57201356733;,Exploring spatial influence of remotely sensed PM 2.5 concentration using a developed deep convolutional neural network model,2019,International Journal of Environmental Research and Public Health,16,3,454,,,,9,10.3390/ijerph16030454,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061067202&doi=10.3390%2fijerph16030454&partnerID=40&md5=9d42b46f3145e35c80056cdaf763be26,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85061067202
"Yacim, J.A., Boshoff, D.G.B.",57193406142;55189367700;,A comparison of bandwidth and kernel function selection in geographically weighted regression for house valuation,2019,International Journal of Technology,10,1,,58,68,,4,10.14716/ijtech.v10i1.975,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060810850&doi=10.14716%2fijtech.v10i1.975&partnerID=40&md5=362b190b295ef845b677c28212950a5d,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85060810850
"Shiu, Y.-S., Chuang, Y.-C.",48762072900;23491373400;,Yield estimation of paddy rice based on satellite imagery: Comparison of global and local regression models,2019,Remote Sensing,11,2,111,,,,12,10.3390/rs11020111,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060675437&doi=10.3390%2frs11020111&partnerID=40&md5=0d9c84308f3d84cdcc76d4c964d603d0,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85060675437
"Cao, J., Ma, F., Guo, J., Lu, R., Liu, G.",55671374900;7202154184;56525585900;57193117031;57205301454;,"Assessment of mining-related seabed subsidence using GIS spatial regression methods: a case study of the Sanshandao gold mine (Laizhou, Shandong Province, China)",2019,Environmental Earth Sciences,78,1,26,,,,4,10.1007/s12665-018-8022-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059460698&doi=10.1007%2fs12665-018-8022-1&partnerID=40&md5=160350432f978e0e84ef06b7e54b96b5,Article,Final,,Scopus,2-s2.0-85059460698
"Papadopoulos, E., Politis, I.",57212710951;24768324100;,"Combining land use, traffic and demographic data for modelling road safety performance in urban areas",2019,Advances in Intelligent Systems and Computing,879,,,71,78,,,10.1007/978-3-030-02305-8_9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059009550&doi=10.1007%2f978-3-030-02305-8_9&partnerID=40&md5=2898fb5518aeb586bc7d572eb3cbd8cd,Conference Paper,Final,,Scopus,2-s2.0-85059009550
"Wang, Y., Hao, C., Liu, D.",24077371600;57204923907;57204918233;,The spatial and temporal dimensions of the interdependence between the airline industry and the Chinese economy,2019,Journal of Transport Geography,74,,,201,210,,5,10.1016/j.jtrangeo.2018.11.020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057896004&doi=10.1016%2fj.jtrangeo.2018.11.020&partnerID=40&md5=d213b85e69f1abe52bb777a13b00e004,Article,Final,,Scopus,2-s2.0-85057896004
"Davies, T.J., Regetz, J., Wolkovich, E.M., McGill, B.J.",57203052207;16043525600;8618866300;6603919643;,Phylogenetically weighted regression: A method for modelling non-stationarity on evolutionary trees,2019,Global Ecology and Biogeography,28,2,,275,285,,3,10.1111/geb.12841,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056692344&doi=10.1111%2fgeb.12841&partnerID=40&md5=b3eb9e787b22f91cc694f7defd991920,Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-85056692344
"Gomes, M.M., Pirdavani, A., Brijs, T., Souza Pitombo, C.",57204423313;35196736100;6602597628;25641681500;,Assessing the impacts of enriched information on crash prediction performance,2019,Accident Analysis and Prevention,122,,,162,171,,14,10.1016/j.aap.2018.10.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055534671&doi=10.1016%2fj.aap.2018.10.004&partnerID=40&md5=33f472f96826eaf1087701fe06df3e69,Article,Final,,Scopus,2-s2.0-85055534671
"Lin, Y., Hu, X., Zheng, X., Hou, X., Zhang, Z., Zhou, X., Qiu, R., Lin, J.",57203903317;14031518800;57195982634;57203904171;57203901851;25930233800;53868184800;56017464000;,Spatial variations in the relationships between road network and landscape ecological risks in the highest forest coverage region of China,2019,Ecological Indicators,96,,,392,403,,28,10.1016/j.ecolind.2018.09.016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053461896&doi=10.1016%2fj.ecolind.2018.09.016&partnerID=40&md5=c3fb6f613d091aabe199dd2685e28f6f,Article,Final,,Scopus,2-s2.0-85053461896
[No author name available],[No author id available],"3rd International New Metropolitan Perspectives. Local Knowledge and Innovation dynamics towards territory attractiveness through the implementation of Horizon/Europe2020/Agenda2030, 2018",2019,"Smart Innovation, Systems and Technologies",101,,,,,1407,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048050013&partnerID=40&md5=1a30dc322ea6bde07e102e11f31d9621,Conference Review,Final,,Scopus,2-s2.0-85048050013
"Massimo, D.E., Del Giudice, V., De Paola, P., Forte, F., Musolino, M., Malerba, A.",36142303700;6507014688;56433637200;36141825200;57202349914;57202350111;,Geographically weighted regression for the post carbon city and real estate market analysis: A case study,2019,"Smart Innovation, Systems and Technologies",100,,,142,149,,21,10.1007/978-3-319-92099-3_17,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048010631&doi=10.1007%2f978-3-319-92099-3_17&partnerID=40&md5=f81c510a97ab26cdb921cf5a77bfb9cd,Conference Paper,Final,,Scopus,2-s2.0-85048010631
"Lykostratis, K., Giannopoulou, M., Roukouni, A.",57202356889;6603302761;56955794300;,Measuring urban configuration: A GWR approach,2019,"Smart Innovation, Systems and Technologies",100,,,479,488,,,10.1007/978-3-319-92099-3_54,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047990989&doi=10.1007%2f978-3-319-92099-3_54&partnerID=40&md5=d827e23cb2179ccd1e4920d1e0772e7f,Conference Paper,Final,,Scopus,2-s2.0-85047990989
[No author name available],[No author id available],"3rd International New Metropolitan Perspectives. Local Knowledge and Innovation dynamics towards territory attractiveness through the implementation of Horizon/Europe2020/Agenda2030, 2018",2019,"Smart Innovation, Systems and Technologies",100,,,,,1407,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047977037&partnerID=40&md5=3f888f14d2068492bf9abe7f33ea85d1,Conference Review,Final,,Scopus,2-s2.0-85047977037
"Firoozi Nejad, B., Lloyd, C.",56303127700;35518633500;,Assessing the accuracy of kernel smoothing population surface models for Northern Ireland using geographically weighted regression,2019,Journal of Spatial Science,64,3,,423,441,,,10.1080/14498596.2018.1453881,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044745073&doi=10.1080%2f14498596.2018.1453881&partnerID=40&md5=e762f8d3effdd3cc5f3a254f45a6e87d,Review,Final,,Scopus,2-s2.0-85044745073
"Mittal, J., Byahut, S.",56368249900;6507682530;,"Scenic landscapes, visual accessibility and premium values in a single family housing market: A spatial hedonic approach",2019,Environment and Planning B: Urban Analytics and City Science,46,1,,66,83,,5,10.1177/2399808317702147,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041403343&doi=10.1177%2f2399808317702147&partnerID=40&md5=3d3dfef2059bffafceebc0447a34ff7b,Article,Final,,Scopus,2-s2.0-85041403343
"Warsito, B., Yasin, H., Ispriyanti, D., Hakim, A.R.",57188561936;54915555400;57195395686;57225850011;,The Step Construction of Geographically Weighted Panel Regression in Air Polluter Standard Index (APSI) Data,2018,E3S Web of Conferences,73,,12006,,,,,10.1051/e3sconf/20187312006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059610924&doi=10.1051%2fe3sconf%2f20187312006&partnerID=40&md5=f0b1749e16a1e890d03cda0c7a2b11a5,Conference Paper,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85059610924
"Zhu, W., Zhang, Q., Cai, K., Wang, L., Li, S.",57195481574;57204688460;57204687520;57194799977;35762728800;,Estimations of PM 2.5 concentrations based on the geographically weighted regression from Himawari-8 AOD,2018,IOP Conference Series: Earth and Environmental Science,199,2,22009,,,,,10.1088/1755-1315/199/2/022009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059627732&doi=10.1088%2f1755-1315%2f199%2f2%2f022009&partnerID=40&md5=842c72eceb7172019e71d55716546d86,Conference Paper,Final,"All Open Access, Bronze",Scopus,2-s2.0-85059627732
[No author name available],[No author id available],IOP Conference Series: Earth and Environmental Science,2018,IOP Conference Series: Earth and Environmental Science,199,2,,,,457,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059612871&partnerID=40&md5=76c76ba55a339e7d100f7ebe589cb5ab,Conference Review,Final,,Scopus,2-s2.0-85059612871
"Liu, B.-J., Peng, X.-M., Li, J.-H.",57205374853;57205370122;55517123300;,Analysis of the Temporal and Spatial Variation of PM 2.5 in China Based on the LUR Model [基于LUR模型的中国PM 2.5 时空变化分析],2018,Huanjing Kexue/Environmental Science,39,12,,5296,5307,,4,10.13227/j.hjkx.201805051,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059798182&doi=10.13227%2fj.hjkx.201805051&partnerID=40&md5=ec1923647c5d831b1189a22dda543403,Article,Final,,Scopus,2-s2.0-85059798182
"Liu, Y., Ji, Y., Shi, Z., Gao, L.",56480850900;14063487800;57191516155;55976152900;,The influence of the built environment on school children's metro ridership: An exploration using geographically weighted Poisson regression models,2018,Sustainability (Switzerland),10,12,4684,,,,5,10.3390/su10124684,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058192391&doi=10.3390%2fsu10124684&partnerID=40&md5=50e137a5eb6fc400f6c6f683dbdf5a79,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85058192391
"Luo, M., Jiang, Z., Cheng, Q., Qin, S., Yang, N., Zhang, X.",8303712200;57201250727;57220841225;57199421053;57212980758;57195776959;,Carrying Capacity Evaluation of Land Resources in Wuhan Based on the Geographical Condition Monitoring [地理国情在武汉市土地资源承载力评价中的应用],2018,Wuhan Daxue Xuebao (Xinxi Kexue Ban)/Geomatics and Information Science of Wuhan University,43,12,,2317,2324,,1,10.13203/j.whugis20180389,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061853781&doi=10.13203%2fj.whugis20180389&partnerID=40&md5=80ec66a3ee63313e61d14cfd2cd0505c,Article,Final,,Scopus,2-s2.0-85061853781
"Shi, Y., Surr, H., Jiang, Z., Lu, B.",57205415490;57205415572;57201250727;55021752500;,"Assessment and Spatially Varying Causes Exploration of Ecosystem Health: A Case Study of Wuhan, China",2018,International Conference on Geoinformatics,2018-June,,8557065,,,,,10.1109/GEOINFORMATICS.2018.8557065,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059960237&doi=10.1109%2fGEOINFORMATICS.2018.8557065&partnerID=40&md5=437b339a1355e58ca531f6b0888ba8c3,Conference Paper,Final,,Scopus,2-s2.0-85059960237
